Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Cover_Type
2884,13,242,29,3062,212,213,2618,1
2949,19,342,96,787,179,207,1782,1
3178,11,553,132,408,234,221,1557,1
3256,10,272,40,579,202,249,902,1
3073,7,360,74,5337,232,229,3393,1
2790,16,182,35,1252,225,204,816,1
3132,8,153,26,5232,220,222,3173,1
2892,20,242,89,4542,165,215,417,1
2669,12,234,54,2340,233,217,2312,5
2691,1,0,0,750,219,235,1506,0
2906,18,443,111,3108,217,197,973,1
2793,12,300,135,1440,227,213,2176,1
2930,9,0,0,2754,234,225,1517,0
3178,30,170,33,402,134,187,2398,0
3127,15,210,22,2073,221,250,541,1
2686,8,319,77,510,232,227,134,2
2857,15,201,6,3017,235,210,4347,1
2998,15,361,-2,3849,204,207,2488,1
3012,19,124,-1,726,240,201,2147,1
3262,14,277,36,3416,216,251,1891,0
2442,29,319,106,457,252,187,819,2
3336,7,234,33,1641,226,243,3237,0
2876,21,313,0,430,223,190,1575,1
3273,13,849,192,1495,232,213,3170,0
2475,14,120,-34,1176,242,230,1510,2
3338,23,819,61,1022,149,228,934,0
3290,12,930,87,1848,206,216,716,0
3171,9,175,33,3257,219,248,1368,1
2581,27,90,30,1082,165,184,6484,1
2870,14,277,69,3036,243,228,2255,1
3138,20,124,15,4706,198,193,3127,0
3064,9,339,69,3036,197,243,1050,0
3008,20,268,71,955,249,216,1044,0
3004,9,781,78,5532,212,222,6191,1
2951,18,636,48,3073,183,208,1552,1
2251,31,90,54,1170,159,164,633,2
2805,17,60,22,2584,230,202,2773,1
2874,20,67,26,598,226,192,150,1
3327,13,342,48,3093,228,246,1338,0
3237,3,0,0,3113,222,232,2850,6
2132,15,0,0,1249,181,224,592,2
2361,36,255,133,1677,253,173,268,2
2586,16,450,126,2382,179,246,457,2
2744,32,124,61,1181,183,249,1703,4
3270,8,42,3,5952,200,244,492,0
2894,11,408,25,2088,215,217,1674,1
3144,16,124,31,1224,238,208,2281,1
2957,15,834,311,1382,178,233,1959,1
3276,26,638,53,2920,251,216,2793,0
3310,19,240,49,5366,197,199,571,0
3116,13,85,10,3571,239,217,4175,0
2978,20,216,115,6335,229,245,4169,1
3138,17,631,142,2260,217,200,2632,0
2931,14,469,152,3185,218,207,819,1
3194,9,335,30,1425,199,227,2122,0
3101,9,85,6,5476,233,227,1015,0
3024,22,690,118,5858,171,251,5079,1
2396,6,0,0,1020,220,227,1207,5
3108,1,313,49,1697,217,237,642,0
2913,4,319,60,3940,225,240,3443,1
2891,13,362,38,2837,236,216,2620,1
3255,9,175,36,2678,232,223,2624,0
2663,29,192,108,1570,253,190,1341,1
3333,16,469,186,2630,216,251,858,0
2946,30,256,31,2220,179,165,503,0
3179,15,42,10,1301,243,231,1237,1
3201,13,162,-2,1839,228,211,666,0
2849,10,256,44,2248,212,219,2864,1
2847,12,60,10,1298,239,223,1465,0
2945,10,150,-13,3453,213,220,6374,1
3041,9,937,138,6000,195,241,3740,1
3593,37,510,127,2531,251,165,3692,6
2714,7,175,32,1410,225,243,3700,1
2952,13,497,35,5482,232,243,2316,1
3064,7,210,-2,1421,211,247,1284,0
2664,13,408,29,459,222,212,1842,1
2554,12,210,-10,1205,235,240,1371,2
2817,9,725,29,666,231,222,1354,1
2135,27,30,21,531,137,214,430,5
2770,15,313,20,1689,235,209,1846,1
2749,32,180,90,201,242,165,1794,4
2284,17,212,44,1680,187,252,853,5
2345,35,150,79,1412,127,240,666,5
2518,27,510,110,481,250,216,1231,2
2348,25,90,37,1155,144,222,1489,5
2648,15,0,0,300,244,229,573,1
2968,16,404,3,6222,240,236,3105,1
3143,18,153,3,2343,242,234,1505,0
2853,25,691,96,4056,185,254,1523,1
3433,10,553,276,1654,237,234,767,6
3024,21,1064,226,3107,228,191,1057,1
3028,3,323,7,1358,223,240,1342,1
3052,11,190,15,1594,221,248,902,0
2529,7,212,46,285,214,226,1734,2
2916,6,162,22,4736,224,226,1602,1
2246,35,488,202,531,152,246,858,2
2803,16,297,42,3144,239,210,2530,1
3187,7,218,8,2415,230,228,1018,0
2553,23,300,91,566,171,197,404,1
3267,12,182,0,3689,225,247,1667,1
2454,30,150,53,1129,204,162,937,5
3001,5,339,10,5890,225,231,3647,1
3047,7,228,4,1604,211,227,2844,0
2763,5,295,28,1557,225,230,2488,1
3232,7,175,2,4658,200,237,664,0
3347,2,604,70,1020,213,236,1110,0
3261,17,417,46,1879,247,223,2471,0
2801,10,417,0,1806,218,219,2646,1
2637,16,0,0,1245,192,208,751,5
3159,13,272,27,6381,212,251,2005,1
3205,26,120,2,2148,163,251,3355,0
3249,13,390,84,3311,223,210,2072,0
3241,14,150,17,3182,232,244,2130,0
2744,6,335,28,1714,228,228,2256,1
3179,16,216,42,830,185,251,4829,1
2951,21,162,92,1259,202,191,3234,0
2140,20,0,0,960,170,210,391,3
2972,12,124,-10,2212,217,250,3154,1
3073,8,42,0,6950,225,223,2711,1
2879,19,210,66,3127,245,205,2197,1
2865,15,323,67,3288,200,209,488,1
2867,21,120,2,170,229,190,859,0
2862,18,458,213,1077,236,202,509,1
2899,18,95,20,2634,183,208,1154,1
3169,6,268,46,2656,226,227,1871,0
3004,31,201,54,2915,244,169,1198,0
2950,28,234,62,789,253,208,2704,1
3058,12,175,43,4527,199,219,1019,0
2963,17,162,18,603,247,222,2601,1
3379,15,30,3,2469,178,233,2512,6
2959,26,417,90,3746,137,226,997,1
2722,28,120,74,150,252,190,2353,4
2415,22,30,-17,626,197,254,1103,2
3267,8,297,12,1718,205,227,1158,0
2946,14,787,309,1075,219,250,1660,1
2521,10,234,73,430,237,224,994,2
3087,19,153,33,626,249,219,810,1
2723,19,108,30,1559,237,239,2424,1
2979,16,153,-3,2240,210,253,3140,1
2889,3,0,0,671,225,234,2609,0
2551,33,242,1,1368,253,196,1172,2
3057,22,182,51,886,243,232,636,1
3037,6,331,70,4476,219,245,1739,1
3218,33,170,79,3007,254,185,3290,0
2623,12,240,-48,2751,220,249,1972,1
3072,7,247,11,1533,233,234,808,1
3035,16,120,0,955,242,234,916,0
2860,30,162,73,1106,140,243,1269,1
2782,4,242,38,1802,224,231,2379,1
3193,4,492,17,4686,225,234,2278,1
2962,10,366,56,5809,204,249,3139,1
3376,10,391,36,3122,193,244,1855,0
2714,7,190,35,2215,213,226,4497,1
2519,11,124,26,1015,203,221,779,1
2945,4,30,-3,4710,223,231,4781,0
3032,10,212,56,1340,194,244,420,1
3043,15,247,32,5030,200,208,2820,1
3118,8,534,41,277,229,242,1727,1
2962,11,365,46,5205,190,242,1959,1
3345,16,644,173,1556,240,236,1087,0
2641,19,150,39,1456,176,210,1253,1
2725,32,228,141,1616,254,191,1092,1
3032,8,0,0,2475,233,237,3902,0
2919,14,759,133,2385,239,236,1595,1
2897,17,108,18,1608,194,205,2792,1
3065,11,90,-1,1252,220,216,1207,0
3004,12,30,6,899,201,217,1510,1
2962,8,335,65,3916,197,235,5370,1
2913,9,300,17,5749,215,249,5688,1
2795,5,210,19,2067,218,228,2546,1
3180,17,376,53,4837,195,204,3113,0
3018,7,969,220,2836,219,224,1090,1
3515,14,589,68,1380,199,214,1907,6
3197,11,95,-16,2430,219,216,2781,0
3282,15,624,243,3754,229,207,1994,0
3103,13,182,62,891,237,218,1592,1
2350,14,190,56,966,204,211,607,2
3097,8,90,11,3454,213,223,1116,0
2719,10,371,8,812,226,218,1935,0
2460,7,150,28,735,212,226,1448,2
2768,12,309,33,1517,216,214,2430,1
3099,15,228,64,660,244,224,443,0
3223,13,277,33,4009,232,243,1994,0
2193,37,67,49,450,108,170,547,2
2820,26,551,252,1348,210,173,828,1
3138,8,42,2,738,234,228,2342,0
2705,10,124,4,1860,238,232,1077,1
3183,17,108,0,1855,226,202,4482,0
3300,11,0,0,2222,230,218,2814,6
3235,8,242,20,927,229,241,1140,0
2298,28,268,186,731,150,185,162,2
2951,17,42,10,1416,182,214,2382,0
3012,12,127,18,1034,203,216,2568,0
2745,13,216,31,2118,208,213,3894,1
2807,10,272,34,2300,236,226,2759,1
3221,2,150,0,5711,222,236,1714,0
3214,8,319,13,3974,205,228,3169,0
3115,7,120,17,1230,200,239,1486,0
3198,14,90,26,2652,180,240,1201,0
3495,17,454,144,3483,181,251,1110,0
3160,10,270,24,2831,222,217,1321,0
2911,13,604,115,2847,216,211,3384,1
2807,6,454,-2,1829,231,231,2163,0
3308,11,402,22,1605,211,218,4995,0
2423,16,376,33,859,245,216,849,2
2848,17,285,66,1620,201,204,1661,1
2960,16,495,79,1824,217,203,3078,1
2733,17,300,76,1674,195,204,2083,1
2942,2,258,20,3939,216,234,4773,1
2782,9,90,3,400,217,221,888,1
3273,2,499,105,3770,216,241,2270,0
3073,13,540,4,3690,213,212,4682,0
2891,15,242,78,2114,241,234,1071,4
2582,32,95,57,1585,115,201,1590,5
3099,6,671,56,771,207,233,942,1
3573,22,457,222,3271,159,242,1209,0
3287,13,840,177,1269,183,234,2835,0
3253,6,492,39,1771,205,243,573,0
2832,12,120,13,1154,238,222,840,0
2686,7,127,13,1415,214,226,1725,1
2985,8,277,45,309,232,239,1441,0
2962,10,342,43,4977,207,221,5715,0
3178,12,408,69,335,187,244,2986,1
3050,12,573,191,1812,226,213,3015,0
3313,14,361,48,1878,204,210,2496,0
3282,3,558,114,604,221,232,787,1
3257,20,604,39,3695,161,219,1360,0
3175,8,67,4,5722,203,246,1795,1
3240,12,127,17,3602,186,242,1718,0
2928,15,120,31,2505,175,233,108,1
2783,22,120,32,1613,155,221,1182,1
3024,13,234,34,2950,185,230,834,0
3216,10,426,61,2056,210,250,1926,0
3187,8,30,1,2039,231,241,1597,0
3219,15,242,39,4612,180,223,966,0
3054,20,277,76,4305,248,209,2508,1
2823,11,124,-3,638,211,218,1142,1
2686,2,0,0,1806,223,236,3883,1
2346,16,270,56,1415,191,212,524,2
2840,24,150,78,3877,234,238,5526,1
2280,30,283,99,912,180,165,778,5
2395,22,95,52,511,250,207,492,2
2722,8,319,35,319,221,222,1008,1
2927,18,170,43,457,240,203,1699,1
2447,15,309,131,404,200,208,309,2
3247,16,153,10,2282,246,221,1800,0
3057,4,474,23,6443,226,234,3258,1
3191,8,513,19,4462,231,239,1790,0
3138,17,42,7,3160,175,220,658,1
2887,17,0,0,1980,247,218,1510,1
3135,24,242,58,3237,196,182,1489,0
2964,6,60,-5,2613,225,228,1798,0
2978,6,301,41,3884,208,245,2287,1
2251,23,379,107,633,175,195,150,5
3100,23,42,2,3461,249,221,2460,0
2719,9,362,-28,1440,214,222,1293,1
2796,19,67,18,3951,221,195,1131,1
3169,16,90,-31,2580,235,242,2798,0
3005,10,60,11,4390,196,229,1173,0
2671,17,85,13,2430,181,215,860,1
3295,11,424,-2,1634,213,250,4063,0
2543,14,0,0,642,235,213,1087,1
2970,23,499,160,511,251,217,1333,0
2768,23,120,20,1198,176,193,1022,0
2966,8,240,51,2971,201,245,1426,1
3056,14,90,-1,702,235,241,1341,0
2967,12,0,0,4838,228,215,1207,1
2099,28,90,35,636,236,232,912,2
3214,9,30,-1,503,229,221,2072,0
3032,5,30,1,2656,229,236,2970,0
3128,14,330,50,2701,204,211,1087,0
2922,7,446,9,3354,223,225,3849,1
2175,24,162,71,1062,151,213,721,5
3105,6,42,0,1590,202,240,2255,0
2953,15,30,8,2350,187,216,1734,0
3080,16,108,4,1760,200,254,430,1
2757,3,150,-3,2512,222,239,1710,1
3129,6,127,16,3556,224,226,3986,0
2786,25,390,166,1710,237,235,1452,1
3272,16,492,104,4201,175,232,2358,0
2576,14,67,6,785,239,236,2137,1
3208,16,60,23,2758,175,224,1260,0
2968,9,366,59,5816,201,247,3031,1
3163,18,124,22,4107,181,211,301,0
3254,24,85,51,4879,228,182,95,0
3187,7,95,7,4484,206,231,907,0
3043,14,277,60,3355,188,248,1684,0
2265,36,247,140,1055,131,159,1201,2
3281,2,342,38,4968,215,238,787,1
3212,10,108,0,1559,229,220,646,1
2783,8,150,26,3121,228,224,5060,1
2816,9,0,0,2635,212,222,1962,1
3269,4,510,88,666,209,238,182,0
3238,11,42,1,6123,217,216,342,0
3220,16,283,29,5598,244,230,3030,1
2870,13,60,-3,4188,242,221,3241,0
2982,10,666,-52,1532,193,240,1926,1
2656,9,42,2,616,209,222,1489,1
3105,18,190,-17,3328,168,229,2191,0
2839,9,85,4,540,220,221,430,1
3286,18,295,68,3423,172,245,1889,0
2582,6,85,12,2397,224,228,2507,1
2989,22,361,74,1168,160,213,2931,0
3276,7,258,87,2033,226,226,2431,0
2939,20,295,119,300,245,205,1120,1
2959,9,309,-8,4052,233,225,5723,1
2803,23,216,61,3654,162,204,1189,1
2971,15,162,29,2044,245,221,2827,1
2563,19,150,25,1168,245,231,1195,2
2955,13,108,20,5705,182,234,1800,0
2881,22,362,102,2012,246,228,1995,1
2919,15,323,67,3171,228,246,3401,1
3059,11,153,18,3302,189,232,382,0
2046,29,124,97,150,165,174,127,2
3111,6,624,-74,977,206,233,1116,1
3290,18,335,76,888,244,209,1065,6
2634,20,150,20,859,191,197,1712,1
2986,35,509,296,2144,111,227,1358,1
2840,5,120,3,3692,227,232,6289,1
3043,19,649,246,2126,181,252,1065,1
2827,26,175,67,1733,148,244,1371,1
3022,6,458,46,5372,218,228,1242,1
3032,8,309,12,1511,224,222,904,1
3519,15,908,234,2503,244,220,1120,0
3093,13,362,-22,3931,232,212,4849,0
2977,11,960,220,1065,190,239,2052,1
3363,17,390,84,1850,233,202,1834,0
2995,4,474,81,4409,212,244,1914,1
2462,30,60,24,277,187,250,1008,1
2142,27,150,53,360,134,222,513,2
3183,31,577,87,1168,139,177,1556,0
2968,3,552,59,832,216,233,1945,1
2778,31,108,56,3360,247,214,1608,1
3247,13,127,24,4309,185,226,1974,0
3232,9,484,84,5971,229,221,1956,1
2716,38,127,84,741,150,244,1528,1
3200,16,437,128,2003,203,206,2241,0
2858,12,350,10,1084,227,215,2264,1
2594,6,323,63,1020,231,233,212,1
3297,16,270,22,2695,175,241,696,0
2973,10,216,31,1998,224,219,2848,1
3186,20,390,110,1020,201,192,1065,0
2961,10,300,85,2831,202,248,2372,1
2926,4,30,-5,3670,226,238,6280,1
2868,10,90,30,1673,201,225,1310,1
2628,5,391,-10,1668,225,241,1797,2
2755,8,170,18,1812,233,235,2711,1
2962,10,553,28,2836,227,245,2337,1
3267,3,192,9,6241,225,237,335,0
3148,16,459,53,5638,219,203,1343,0
2928,9,90,7,2155,204,248,1784,0
3028,4,30,2,1031,226,234,2190,1
2965,15,362,69,5375,240,236,4465,1
2828,17,108,25,2089,223,201,1460,1
2872,15,242,74,3748,230,245,1471,1
3283,5,285,18,5670,210,233,514,1
2922,14,270,26,5490,236,240,4648,1
2475,12,212,23,607,195,223,1332,5
2760,15,42,5,864,241,212,1465,5
3000,10,376,97,3227,237,235,1383,1
2975,11,42,4,1734,237,221,3554,0
3290,38,240,133,1293,241,205,860,6
3309,8,525,130,1296,225,223,2513,1
3161,13,335,30,390,215,251,2766,0
2709,17,350,40,1452,187,208,2638,1
2975,8,564,22,969,226,224,2099,1
2665,26,300,-70,999,219,245,811,1
2656,14,0,0,1986,190,218,2742,1
2605,25,60,22,1473,188,180,6675,1
3172,12,335,94,277,236,239,2365,0
2581,4,330,28,1321,210,235,4190,1
3383,27,571,154,607,245,183,514,6
3300,2,210,-6,5688,218,241,631,0
2891,8,270,0,1832,229,242,1332,4
2177,23,95,38,1026,182,191,664,2
3288,12,85,18,6079,203,251,459,0
2752,13,90,14,2007,190,224,661,1
2827,3,361,43,2463,224,234,1507,1
3185,13,437,109,842,204,214,1834,1
3036,14,182,12,947,188,222,1237,1
3249,10,124,-1,2971,197,247,466,0
3215,7,42,3,2890,231,227,2560,0
3148,13,134,15,5433,241,229,1984,0
2107,32,190,88,560,218,237,297,2
3126,22,162,31,3918,161,208,360,0
3070,14,201,49,3928,239,214,4107,0
2680,27,228,103,1087,136,228,1991,1
3284,3,127,16,5618,217,242,875,0
2890,14,457,55,2040,184,226,1423,1
2378,16,190,48,474,243,232,1323,5
3146,13,60,14,3102,230,245,3364,0
2132,40,85,53,270,84,195,607,2
2500,20,134,41,2058,216,251,228,2
3401,20,361,116,1943,238,197,1679,0
2759,19,395,-35,1318,214,252,882,1
3204,11,85,16,677,196,225,1113,1
2935,10,301,88,1671,235,238,2313,1
2961,12,228,42,2965,208,214,966,1
2504,5,216,14,1027,222,228,4235,1
3561,24,924,342,2620,253,205,1008,0
3209,22,268,19,1180,249,203,1290,0
2526,12,120,15,420,225,213,511,1
3146,18,85,9,3827,174,217,1800,0
2851,9,577,121,2814,235,226,1824,1
2804,15,175,4,162,213,206,1071,1
3261,11,30,-1,1809,236,237,2856,0
2718,15,42,6,2880,206,207,997,1
3293,10,30,0,1348,237,228,1316,0
3001,13,134,13,5343,241,224,4975,0
2804,6,361,109,1328,225,228,703,1
3221,7,247,18,1771,216,225,1350,0
2831,17,120,36,1455,217,200,2773,0
3177,3,90,-9,5334,224,234,2873,1
2908,7,0,0,2155,230,227,2029,1
3139,14,42,5,2681,192,218,598,0
2662,1,228,15,1206,221,238,1383,1
2836,8,300,32,2230,206,226,1945,1
3064,3,30,1,1477,211,237,1837,1
3260,7,524,129,1774,201,238,2244,0
3132,17,750,95,1806,237,239,644,1
3116,17,190,45,300,246,223,797,1
2897,12,270,16,2491,228,245,2324,1
2982,15,390,0,3797,213,207,5877,1
3138,6,270,33,2147,220,227,2218,0
3059,11,390,64,1892,220,248,3827,0
2708,20,234,76,2460,248,209,2282,2
3467,8,150,27,5288,198,241,4081,6
2972,7,42,8,2121,204,245,1159,0
2920,13,516,43,534,198,218,1006,0
3255,13,450,52,1986,207,213,1074,0
3076,19,391,-44,2040,164,234,1878,1
2219,16,300,135,1189,192,211,582,2
3744,21,955,335,4804,198,191,2947,6
2443,7,134,32,702,229,226,1537,2
2734,15,212,37,2124,244,221,446,1
3263,24,680,126,1343,174,189,1530,6
2805,9,30,0,4685,196,240,182,0
2108,12,30,2,1230,195,223,1034,3
3266,21,618,150,2694,250,220,2694,0
3161,11,182,-18,1965,209,218,1706,0
2686,6,503,91,1008,205,233,1292,1
2780,7,390,13,741,227,226,601,1
2008,10,0,0,339,196,245,390,2
3103,13,297,27,1698,218,250,768,1
3306,8,67,4,1913,217,223,960,6
2941,7,319,69,1710,228,226,2877,1
2417,26,90,52,700,167,183,1376,1
3151,8,342,57,2323,229,241,902,1
2972,9,408,-2,4441,233,225,3368,1
2520,19,175,56,680,164,232,641,1
2294,13,30,6,190,214,251,450,3
3277,16,242,48,488,240,209,847,1
2412,10,212,74,1362,197,229,752,2
2928,13,451,35,644,214,212,1777,1
3024,12,446,177,6254,237,218,3982,1
2907,23,216,54,785,177,191,1806,1
2911,11,404,69,2508,217,217,1289,0
2950,9,30,8,4729,198,230,2229,4
3042,22,360,61,1890,229,243,1500,0
2757,15,218,44,2580,221,206,306,4
2853,15,108,22,2831,243,232,2955,1
3013,6,60,4,3510,227,228,1974,1
2930,15,481,49,1771,227,206,3032,1
2772,8,277,42,2631,235,232,2107,2
2562,35,42,17,1103,111,228,1239,1
3253,6,524,-21,2644,203,239,390,0
3151,21,30,14,1384,206,191,859,6
3010,16,108,22,2071,238,208,2799,0
2888,16,228,78,234,244,231,1194,0
3255,17,361,110,2574,172,222,256,0
3272,17,390,21,807,210,202,2469,0
3191,8,247,-22,2965,221,222,1401,1
2838,15,30,4,649,199,253,553,0
2277,28,201,91,900,152,183,1170,5
2588,33,42,22,2026,168,249,459,2
2533,3,285,25,702,212,237,1052,1
3213,20,525,137,696,219,192,1907,1
2935,8,350,22,3571,230,226,4554,1
3325,11,30,-1,2647,218,249,571,6
3271,15,242,48,3483,181,245,1830,0
3003,4,162,18,2072,226,231,1224,1
3152,21,362,125,3181,197,254,1110,0
3151,8,85,13,1935,228,224,474,0
2955,11,845,160,2734,220,249,1224,1
2692,13,60,3,1825,239,235,5659,1
2737,13,0,0,2989,222,212,859,1
2972,4,726,76,6054,216,244,5950,1
2864,9,234,46,2355,202,227,2138,1
3115,9,108,0,2018,199,227,1020,0
3153,6,150,33,3042,214,227,811,1
2366,24,242,92,240,232,184,1012,2
3227,10,424,19,780,201,248,2160,1
2494,10,430,-6,992,231,219,4017,1
3017,16,190,48,5246,238,210,674,1
2511,7,95,13,382,231,229,1505,5
3286,7,0,0,1431,209,247,1397,0
2602,5,0,0,1276,217,229,2448,1
3201,12,67,17,1638,187,230,553,0
3087,8,242,46,124,219,222,967,1
3051,12,124,24,1273,220,212,2965,0
2547,19,268,28,285,243,204,2402,1
2484,25,301,109,300,247,224,1077,2
2675,10,256,5,1492,228,219,918,1
2584,8,408,20,1421,221,223,1671,4
2988,7,390,49,5996,209,228,4079,1
3122,9,42,5,1077,196,232,1539,0
2869,25,295,-12,2728,151,243,242,0
2961,25,420,151,1836,192,254,912,1
3003,16,30,5,1451,184,250,2539,0
2897,4,323,34,2162,225,231,2455,1
2820,10,120,24,2095,193,243,2885,0
2923,15,234,57,1533,178,229,1290,1
2768,4,190,35,2654,223,231,5721,1
2874,10,408,131,1200,226,218,1293,1
3249,14,484,106,4267,237,212,1146,1
2460,21,85,23,607,176,199,1261,5
3091,4,390,48,497,210,234,750,0
3089,4,601,46,696,210,235,841,1
2873,21,150,69,5076,160,216,4706,1
2927,14,150,13,450,219,207,1505,1
2804,5,162,19,3097,219,228,6162,1
2639,6,283,65,1084,230,234,920,1
3304,33,42,2,3124,115,193,2185,0
3182,14,120,-4,2274,241,234,1566,0
3096,20,216,81,577,248,226,1134,1
2700,4,67,2,1618,224,241,810,1
2748,9,300,32,1620,232,240,2106,1
2940,17,120,15,865,234,205,2003,1
2801,12,270,50,1221,227,213,2347,1
2771,9,0,0,2553,219,247,1998,1
2875,11,30,5,1110,224,247,1956,0
3149,4,150,3,2872,227,236,5560,0
3384,20,0,0,2185,201,254,3425,0
2937,16,569,171,1645,231,205,1922,1
2935,19,391,144,1579,166,242,2472,1
3116,22,240,35,2502,228,245,3406,0
3268,17,190,64,1718,183,211,2875,0
2149,22,255,9,525,165,205,702,2
2849,17,365,98,1206,232,203,2621,1
3153,13,283,48,2101,217,250,725,0
2949,16,85,-15,365,241,211,1243,1
3074,13,1354,276,2977,219,211,1209,1
3110,19,631,94,2590,176,208,1470,0
3037,6,0,0,1167,230,231,1437,1
2814,9,234,36,3672,218,220,5644,1
3171,13,774,44,2343,219,211,3143,0
2113,36,268,217,361,108,182,430,2
3224,21,150,14,2071,192,192,1760,0
3363,15,437,23,3277,178,234,1723,0
3281,4,228,13,1200,224,233,2084,0
3077,20,469,264,1170,162,224,1201,0
3150,13,124,17,1127,203,252,1731,0
3176,7,170,14,2058,219,246,1824,0
3214,23,309,78,942,212,184,5169,0
3002,27,60,-2,2259,248,186,2889,1
2791,2,0,0,2227,213,236,1682,1
3297,4,726,106,6054,209,237,2853,1
3316,23,108,24,1516,242,232,3370,1
3242,20,180,51,3591,207,194,3438,6
2245,22,277,159,420,154,229,534,2
3047,4,470,28,4472,220,230,1323,1
2881,19,162,29,495,224,196,1622,0
3228,9,228,30,3046,197,244,1062,0
3155,9,212,39,2252,233,226,3042,0
3094,6,721,51,815,207,233,942,1
3221,5,170,10,5799,220,229,684,0
3090,8,120,8,2148,198,237,1165,0
2968,11,350,9,2254,221,216,2418,1
2486,23,175,53,424,170,251,124,1
2832,12,67,7,2372,193,223,2415,1
2688,14,513,144,1209,228,209,1418,1
2936,23,175,69,6316,252,213,4158,1
3200,5,300,29,5958,206,242,1958,1
2743,11,124,37,2590,234,240,2257,1
3348,18,443,86,4495,222,249,2687,0
2955,11,324,46,3565,237,225,2125,1
3157,15,201,39,3172,197,211,2408,0
3167,11,626,150,1758,214,216,2560,0
3146,4,0,0,2506,224,231,2856,0
2918,22,30,-4,301,251,216,1129,0
3235,9,537,27,1797,197,230,499,0
3216,21,330,125,3692,221,248,467,1
3092,8,0,0,1573,198,237,942,0
2520,11,180,19,240,230,218,912,1
3368,9,983,166,3049,222,247,1142,0
2705,4,134,25,1575,226,233,3439,1
3212,12,120,-6,1113,187,232,2554,0
3221,16,525,119,404,238,238,4482,1
3156,8,228,4,5158,232,225,2763,1
2985,12,660,85,5783,200,250,3903,1
3307,10,454,83,2792,220,218,3302,6
2880,29,234,135,2075,252,209,702,4
2796,18,272,121,2208,168,240,247,1
2901,11,212,22,1201,238,226,2397,1
2828,15,153,44,3060,245,227,2581,1
3051,7,459,63,2402,228,228,2175,0
3012,12,30,7,240,240,223,1256,1
3037,11,616,-39,5780,210,251,3031,1
3021,9,190,45,1315,198,245,2023,1
3163,18,484,97,5966,174,246,1964,1
2992,8,309,25,993,212,224,2160,1
3325,13,361,91,1770,220,210,2151,0
3034,12,872,194,5552,204,217,5403,1
3252,10,480,109,4442,195,243,1155,1
2992,9,60,-7,3769,220,220,1368,1
2617,5,42,0,3199,229,233,2173,1
2429,26,228,16,706,184,178,1538,2
2814,21,268,145,295,233,191,1710,4
2936,20,430,123,2808,208,193,1632,1
3166,14,175,39,2160,237,239,3202,0
2962,13,201,26,4908,196,251,2122,0
2566,11,272,45,120,219,215,721,1
2463,14,589,73,1195,191,218,470,2
3099,18,210,62,2364,187,208,918,0
2932,18,518,213,3097,209,199,1573,1
2776,22,553,-28,3210,228,187,2630,0
3387,16,270,38,3141,229,205,1544,6
1983,37,306,135,277,194,135,912,5
3305,23,150,52,778,251,218,1150,1
2538,3,153,-4,404,216,234,1245,1
3212,15,569,83,2170,214,205,2469,0
3238,13,516,106,785,242,224,5560,0
3198,2,571,77,582,219,235,793,0
2517,8,30,3,1116,203,245,1648,2
3288,18,270,-9,2431,245,211,3751,0
2783,10,212,63,1369,223,219,2288,1
3281,18,417,86,268,247,216,659,0
2950,30,192,41,2553,153,174,1973,0
2939,17,42,9,2066,187,210,811,0
2787,10,134,19,1560,200,223,2510,1
3156,13,301,18,437,241,233,2059,1
3164,14,30,3,1717,230,211,2256,0
3232,10,541,78,1342,237,229,2270,0
2863,7,108,41,1980,202,237,1146,0
2377,13,210,81,382,222,210,421,2
2949,10,537,32,5515,236,235,2310,1
3207,10,228,0,808,202,248,2260,1
2935,9,30,9,1627,195,241,234,1
3116,7,330,-12,6432,232,234,2529,1
2797,19,30,1,2498,208,197,1691,1
2374,21,90,21,85,163,245,60,5
3071,27,90,0,973,238,177,1230,0
2598,17,150,46,972,186,209,589,1
2471,22,162,43,930,201,188,1087,5
3117,11,240,74,5145,234,220,595,0
2958,21,150,26,3144,158,229,1345,0
2714,6,150,47,1226,207,244,3120,1
3188,23,362,80,5788,167,251,3037,1
3290,14,351,72,3129,232,243,2173,6
2733,9,153,20,2106,218,220,1405,1
3067,9,534,92,5562,212,222,3723,0
3142,6,90,0,4526,210,246,1044,0
3032,8,30,1,3013,201,244,875,0
